filename,mfcc_start,chroma_start,tempo_start,mfcc_end,chroma_end,tempo_end,uri
Be Mine - Gamma Skies.mp3,"-206.63514709472656,128.25540161132812,-1.857165813446045,-17.982757568359375,4.968327045440674","0.47766852378845215,0.1482333540916443,0.12040440738201141,0.20310862362384796,0.19910168647766113,0.47112539410591125,0.1491873413324356,0.1887163519859314,0.15454910695552826,0.17333418130874634,0.31882110238075256,0.2344091683626175",117.4538352,"-168.21160888671875,68.2153091430664,0.4443990886211395,2.9108071327209473,5.394339561462402","0.4079189896583557,0.2337971329689026,0.3253643214702606,0.551241934299469,0.45307657122612,0.4632914662361145,0.2705843150615692,0.3453178107738495,0.17549099028110504,0.2301771193742752,0.42528635263442993,0.2886941730976105",117.4538352,spotify:track:2obH9wItcVQgceWHqOBt8f
Be My Mistake - The 1975.mp3,"-377.1207275390625,67.18944549560547,8.285734176635742,27.689367294311523,14.735893249511719","0.5001758337020874,0.5101745128631592,0.5482597947120667,0.6354144215583801,0.7862717509269714,0.6823870539665222,0.5910839438438416,0.5195597410202026,0.4483528137207031,0.38078874349594116,0.4198019504547119,0.5567952394485474",95.703125,"-703.7161865234375,21.858182907104492,7.302290916442871,12.606531143188477,10.21358871459961","0.668631374835968,0.6171260476112366,0.6402428150177002,0.6654228568077087,0.6149345636367798,0.5887768864631653,0.573820173740387,0.5821797251701355,0.6035450100898743,0.5780819058418274,0.6185849905014038,0.6788585186004639",123.046875,spotify:track:18UsAG7SfOQ5sxJEdjAMH0
Beach Baby - Bon Iver.mp3,"-324.0079650878906,153.5213165283203,38.51333999633789,47.76005935668945,19.962989807128906","0.6440802812576294,0.43768465518951416,0.26215600967407227,0.28974270820617676,0.514218807220459,0.3984188139438629,0.16640469431877136,0.4137205481529236,0.3005143404006958,0.12033802270889282,0.14130030572414398,0.3191421627998352",117.4538352,"-743.1499633789062,87.88868713378906,31.425512313842773,23.173583984375,7.255463600158691","0.2709234356880188,0.19323134422302246,0.18217657506465912,0.18121133744716644,0.2889408767223358,0.2409874051809311,0.1414644569158554,0.2304823100566864,0.19251316785812378,0.19421933591365814,0.13285525143146515,0.20437854528427124",117.4538352,spotify:track:2LXtyj95dK56ENS1QLt4IB
Beach House - The Chainsmokers.mp3,"-269.607421875,141.71847534179688,-61.215431213378906,-19.10898780822754,-13.541839599609375","0.38299956917762756,0.25168630480766296,0.2280348837375641,0.2255842685699463,0.5913445353507996,0.3414638638496399,0.14415998756885529,0.27797847986221313,0.248476043343544,0.37704095244407654,0.4559613764286041,0.30503207445144653",123.046875,"-475.8304748535156,157.1298065185547,45.583412170410156,-0.8978852033615112,1.0971908569335938","0.5893543362617493,0.2712845206260681,0.20894736051559448,0.182187020778656,0.3072013854980469,0.16259483993053436,0.19038550555706024,0.3361370265483856,0.25264787673950195,0.394025593996048,0.36249345541000366,0.6170766353607178",123.046875,spotify:track:2bQhVQbV7VBzSOPo8mbkUR
Beachwalker - Liphe.mp3,"-432.24609375,117.19824981689453,-30.017601013183594,31.139074325561523,-10.178096771240234","0.15155330300331116,0.36766698956489563,0.3251223564147949,0.2326427549123764,0.4050215780735016,0.18227095901966095,0.35688990354537964,0.18820878863334656,0.14537827670574188,0.3803420066833496,0.25258874893188477,0.15053313970565796",103.359375,"-307.4493103027344,114.95706176757812,1.4910792112350464,28.92131805419922,1.1851917505264282","0.29565688967704773,0.47849205136299133,0.4411643445491791,0.3045920431613922,0.2934875190258026,0.17017008364200592,0.25285446643829346,0.2478180080652237,0.1824604570865631,0.3069145679473877,0.25147590041160583,0.30896350741386414",151.9990809,spotify:track:5v8lrqU6G94yVU6yudWXJs
Beat Take 1 feat Ghostface Killah - The Neighbourhood.mp3,"-492.5968322753906,124.63825225830078,-6.781123161315918,-52.992855072021484,-34.62446212768555","0.017676986753940582,0.010791069827973843,0.009188136085867882,0.008762799203395844,0.009640765376389027,0.010479438118636608,0.009843495674431324,0.010372264310717583,0.014468347653746605,0.15092018246650696,0.9213693141937256,0.21427910029888153",112.3471467,"-169.0226593017578,95.29613494873047,-13.851310729980469,20.518369674682617,2.8835701942443848","0.25818219780921936,0.2205554097890854,0.3237095773220062,0.19878830015659332,0.2251078337430954,0.5048763155937195,0.35868215560913086,0.5169496536254883,0.4032692611217499,0.41276323795318604,0.569681704044342,0.3259490430355072",172.265625,
Beats Knockin feat Fly Boi Keno - Jack .mp3,"-21.73109245300293,56.16242980957031,-31.913311004638672,2.302835702896118,-7.263653755187988","0.4375905394554138,0.4442737102508545,0.6456787586212158,0.6448609232902527,0.39071521162986755,0.28830453753471375,0.2940455675125122,0.34206491708755493,0.413392037153244,0.5185370445251465,0.4562288820743561,0.41836854815483093",103.359375,"-174.69778442382812,43.36774826049805,-23.592775344848633,-14.026498794555664,-13.67579174041748","0.5282086730003357,0.3522609770298004,0.3316490948200226,0.5026766061782837,0.3899957537651062,0.33449405431747437,0.4038392901420593,0.4694128930568695,0.316687673330307,0.287480890750885,0.41568905115127563,0.6700917482376099",135.9991776,
Beautiful - Crush.mp3,"-154.99981689453125,141.26918029785156,7.986895561218262,13.887067794799805,14.521111488342285","0.23007693886756897,0.2915295660495758,0.49827519059181213,0.34093204140663147,0.4033013582229614,0.6750713586807251,0.3269589841365814,0.22448794543743134,0.21278910338878632,0.3255930542945862,0.3660140335559845,0.22080190479755402",92.28515625,"-546.5424194335938,154.50204467773438,67.10311126708984,26.71920394897461,12.582205772399902","0.14417029917240143,0.2795024514198303,0.5885071158409119,0.40971890091896057,0.47811129689216614,0.9409363865852356,0.6165964603424072,0.34101441502571106,0.21198046207427979,0.1875632256269455,0.3103409707546234,0.20198765397071838",129.1992188,spotify:track:6mzF8HvHdVrzJNd8M1uFCS
Beautiful - Eminem.mp3,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,"-195.44761657714844,70.62252807617188,10.004814147949219,46.728050231933594,6.394443035125732","0.5118249654769897,0.3679310977458954,0.4171816408634186,0.45724278688430786,0.39577651023864746,0.45623916387557983,0.3309158682823181,0.5439497828483582,0.6230893135070801,0.4377705454826355,0.3123461604118347,0.3239724040031433",129.1992188,spotify:track:1HR2CTi0ytRJIcik1QKdOa
Beautiful - What So Not.mp3,"-209.9561004638672,70.21369934082031,15.680548667907715,3.8667848110198975,-18.871747970581055","0.1567082703113556,0.1692313849925995,0.20096485316753387,0.10198377072811127,0.12623080611228943,0.18228588998317719,0.5646206140518188,0.26943227648735046,0.20157591998577118,0.4113421142101288,0.21714380383491516,0.3036538362503052",107.6660156,"-495.7696533203125,29.344959259033203,-79.94305419921875,-14.687910079956055,-4.515087604522705","0.2236092984676361,0.21020300686359406,0.23337684571743011,0.22112680971622467,0.2875121235847473,0.44998249411582947,0.7022265195846558,0.6142775416374207,0.4241330623626709,0.296468049287796,0.2986512780189514,0.34767550230026245",129.1992188,spotify:track:5eHLY26dx6X3tnL4HiX1Fi
Beautiful Creatures feat MAX - ILLENIUM.mp3,"-217.46189880371094,162.97122192382812,-10.710752487182617,37.985389709472656,26.078237533569336","0.20327579975128174,0.1784680187702179,0.30751317739486694,0.47992515563964844,0.24051760137081146,0.1368197798728943,0.12027871608734131,0.16710147261619568,0.258923202753067,0.3038959205150604,0.5101206302642822,0.30947238206863403",151.9990809,"-199.39749145507812,135.96038818359375,-36.033302307128906,9.358922958374023,20.709732055664062","0.3281409442424774,0.2403840273618698,0.3408561050891876,0.4015367031097412,0.24066096544265747,0.27578669786453247,0.19356843829154968,0.4013177752494812,0.2504830062389374,0.17121446132659912,0.2839919328689575,0.259647399187088",143.5546875,
Beautiful Girl - INXS.mp3,"-283.9720458984375,141.4425811767578,-55.56481170654297,38.384552001953125,13.529580116271973","0.30315083265304565,0.03634394705295563,0.032368794083595276,0.15253165364265442,0.14190290868282318,0.16063886880874634,0.4377925992012024,0.19588035345077515,0.16276447474956512,0.09642278403043747,0.2895960509777069,0.8143243193626404",123.046875,"-311.66229248046875,95.21800994873047,0.2630870044231415,15.322028160095215,12.897123336791992","0.7652500867843628,0.5683407187461853,0.2990153729915619,0.18199723958969116,0.11543593555688858,0.11859450489282608,0.41604921221733093,0.24828115105628967,0.22987782955169678,0.2965543270111084,0.4521099328994751,0.9053249359130859",129.1992188,spotify:track:6N81xlWzMaEYhjHry55OSI
Beautiful Girls - Sean Kingston.mp3,"-211.37063598632812,79.75779724121094,-29.533710479736328,0.9852396845817566,-9.255208015441895","0.28124138712882996,0.4354478120803833,0.23990093171596527,0.19058021903038025,0.2617867588996887,0.23139698803424835,0.2269945591688156,0.1885616034269333,0.2694315016269684,0.32916131615638733,0.2437402904033661,0.32277897000312805",129.1992188,"-453.0801696777344,75.77814483642578,3.3640284538269043,22.719011306762695,7.279146671295166","0.1321645975112915,0.22354495525360107,0.2562807500362396,0.3186839818954468,0.4646282196044922,0.4106568992137909,0.2684788703918457,0.2042533904314041,0.2889299690723419,0.5180539488792419,0.27195605635643005,0.14086906611919403",123.046875,spotify:track:1hGy2eLcmC8eKx7qr1tOqx
Beautiful Imagination - Little Circuits.mp3,"-454.7875671386719,184.96539306640625,124.27468872070312,61.7679557800293,21.473413467407227","0.9003244638442993,0.44782310724258423,0.23575128614902496,0.153206929564476,0.2568238079547882,0.32879507541656494,0.32416030764579773,0.5334676504135132,0.23932591080665588,0.051506880670785904,0.075510174036026,0.3493259847164154",117.4538352,"-528.1998291015625,106.19818878173828,78.45100402832031,46.199588775634766,19.455177307128906","0.6668025255203247,0.316135436296463,0.07460170984268188,0.02721354551613331,0.027680041268467903,0.03958636894822121,0.26692235469818115,0.7860623598098755,0.3166753053665161,0.0438179187476635,0.06555462628602982,0.2505224943161011",129.1992188,spotify:track:5LEHlRPjGcZ5RdagAwXpHS
Beautiful Life - Shockwave-Sound.mp3,"-303.4944152832031,145.14138793945312,5.390326976776123,35.31647872924805,11.596935272216797","0.14340195059776306,0.20073248445987701,0.23243817687034607,0.17589609324932098,0.23047839105129242,0.2342783808708191,0.4153294265270233,0.38268643617630005,0.284865140914917,0.49741876125335693,0.25202715396881104,0.24722234904766083",112.3471467,"-466.76605224609375,97.96891021728516,17.67266273498535,17.601892471313477,-1.9598569869995117","0.16612190008163452,0.4333961009979248,0.46234074234962463,0.18073303997516632,0.13730290532112122,0.11188941448926926,0.3075447380542755,0.20984646677970886,0.2057722806930542,0.4633483290672302,0.22359147667884827,0.2203112244606018",161.4990234,spotify:track:6hqyEMoWxWiB5RG6f2YsM7
Beautiful Life - Vancel.mp3,"-143.8234100341797,83.66020202636719,-51.50325393676758,-2.945240020751953,-32.83193588256836","0.6158636212348938,0.3621206283569336,0.38605445623397827,0.456657350063324,0.43926751613616943,0.7244560122489929,0.4150077998638153,0.43143460154533386,0.4299163222312927,0.7227968573570251,0.39051613211631775,0.3615337908267975",117.4538352,"-239.07456970214844,73.85798645019531,-21.538265228271484,6.1545538902282715,-10.197670936584473","0.7057492733001709,0.4032386839389801,0.44104623794555664,0.4211733043193817,0.6172623634338379,0.39554715156555176,0.3691127300262451,0.5449793338775635,0.385178804397583,0.45795324444770813,0.3512653708457947,0.49897947907447815",117.4538352,spotify:track:6RaODiY9iiPHtLXpmSCulr
Beautiful Mistakes feat Megan Thee Stallion - Maroon 5.mp3,"-297.5898742675781,186.02249145507812,-44.990047454833984,28.70586585998535,11.622809410095215","0.3660321533679962,0.2905101180076599,0.5446932911872864,0.3043448030948639,0.19301950931549072,0.3354032337665558,0.1706305742263794,0.21892255544662476,0.1266150176525116,0.2815120816230774,0.43647444248199463,0.22081512212753296",112.3471467,"-330.91046142578125,89.32475280761719,-35.06296157836914,5.581170082092285,4.619602203369141","0.3642755150794983,0.3312513530254364,0.5777319669723511,0.26732245087623596,0.2205400913953781,0.2963930368423462,0.18118718266487122,0.2225586324930191,0.19763542711734772,0.36119914054870605,0.3631647825241089,0.22960980236530304",99.38401442,
Beautiful Now - Zedd.mp3,"-304.8693542480469,5.054778575897217,-78.6344985961914,-33.5641975402832,-7.776198863983154","0.5709572434425354,0.26267409324645996,0.279730886220932,0.1971946656703949,0.1616363823413849,0.41073501110076904,0.4187612235546112,0.42826899886131287,0.383378803730011,0.40682289004325867,0.5228900909423828,0.8146450519561768",129.1992188,"-100.00579833984375,68.03507995605469,10.382636070251465,11.87796401977539,8.3101167678833","0.5117756128311157,0.5790337920188904,0.5179427266120911,0.38260751962661743,0.3578149974346161,0.3660879135131836,0.6213159561157227,0.42054688930511475,0.4142903983592987,0.5299941897392273,0.4672897160053253,0.5911083221435547",129.1992188,spotify:track:2ISSQPb9LHHiV6ng2NXosL
Beauty - Layto.mp3,"-307.00152587890625,184.05641174316406,-49.295352935791016,-10.099119186401367,-2.0770130157470703","0.22791524231433868,0.6911343336105347,0.24463701248168945,0.3847515285015106,0.5851658582687378,0.23470117151737213,0.27417370676994324,0.1703205555677414,0.34623008966445923,0.20847468078136444,0.12038303911685944,0.19032639265060425",143.5546875,"-272.4722900390625,79.32586669921875,18.355316162109375,13.755304336547852,13.399735450744629","0.41258808970451355,0.5903282165527344,0.43984559178352356,0.45161348581314087,0.4112250804901123,0.38162991404533386,0.40608012676239014,0.5655367970466614,0.7545807361602783,0.5493963360786438,0.42402201890945435,0.38256707787513733",143.5546875,spotify:track:0lrkKaRKobXWnGbvZA8iWW
Bebo - Alfaaz.mp3,"-179.44369506835938,10.425873756408691,-79.41856384277344,-11.6223726272583,-13.042511940002441","0.2876717746257782,0.5321109890937805,0.27187681198120117,0.39892372488975525,0.21371479332447052,0.24006979167461395,0.24928992986679077,0.2536813020706177,0.5058329105377197,0.3050542175769806,0.293831467628479,0.3677196800708771",129.1992188,"-97.5683364868164,44.45320510864258,-23.9987850189209,9.668983459472656,6.557891368865967","0.40971505641937256,0.548380434513092,0.35114410519599915,0.4573124647140503,0.38692545890808105,0.4430665969848633,0.47734007239341736,0.5330994725227356,0.655119776725769,0.40906408429145813,0.5169332027435303,0.5884106159210205",129.1992188,spotify:track:4TQY66VdqsvaKReFiCi7sn
Becalming Silence - La Kalon.mp3,"-192.69927978515625,73.35445404052734,-44.36800003051758,22.252153396606445,-22.334251403808594","0.21652570366859436,0.38932502269744873,0.21029919385910034,0.5872352123260498,0.2853766977787018,0.14276891946792603,0.32043758034706116,0.19795623421669006,0.4911060631275177,0.19503799080848694,0.311558336019516,0.29372939467430115",117.4538352,"-103.50061798095703,122.48529815673828,-18.193561553955078,42.896888732910156,6.60675048828125","0.14267656207084656,0.20217059552669525,0.5281534790992737,0.29962778091430664,0.19119621813297272,0.2655605375766754,0.5707858800888062,0.9459210634231567,0.601189374923706,0.41524550318717957,0.2029452919960022,0.30114102363586426",117.4538352,spotify:track:73E1cWwhV9iyIfiyyH26Mn
Because We Have To - Low Roar.mp3,"-427.0337219238281,176.8407440185547,70.45015716552734,51.969215393066406,31.739627838134766","0.0529712475836277,0.25492599606513977,0.8305630087852478,0.350737601518631,0.08978958427906036,0.13952113687992096,0.3244417607784271,0.5867800712585449,0.3844953179359436,0.3143598139286041,0.3392919898033142,0.13671882450580597",112.3471467,"-642.1561889648438,104.46498107910156,66.18649291992188,39.70032501220703,26.659273147583008","0.1438467800617218,0.1898392140865326,0.6643679141998291,0.929851770401001,0.7022527456283569,0.17498169839382172,0.07787733525037766,0.08397793024778366,0.0791909471154213,0.1569494754076004,0.34361663460731506,0.24204200506210327",135.9991776,spotify:track:4fxpn4Wz6QjMeo4ZSJpcyV
Bedroom Ceiling - Ouse Remix - Sody.mp3,"-280.1313171386719,186.38290405273438,12.678622245788574,-24.04530906677246,-14.587336540222168","0.10106726735830307,0.27990517020225525,0.1293749213218689,0.052896756678819656,0.05708862096071243,0.2404319941997528,0.8901476263999939,0.3402375876903534,0.1172863021492958,0.10491230338811874,0.1725631207227707,0.0899922326207161",117.4538352,"-476.6474914550781,120.82978057861328,46.82600402832031,22.325700759887695,18.42856216430664","0.4549311399459839,0.8510929942131042,0.23500707745552063,0.1537591814994812,0.12333206832408905,0.1679311841726303,0.1694764494895935,0.07636775821447372,0.06117333471775055,0.07856821268796921,0.08660467714071274,0.06923588365316391",123.046875,spotify:track:3LjQDbEz8gmZSmJe36tUmh
Bedroom feat Anne-Marie - JJ Lin.mp3,"-409.7431335449219,54.80080795288086,7.860752105712891,-5.438779830932617,4.828986167907715","0.06641160696744919,0.04607781395316124,0.14405737817287445,0.04017799347639084,0.017825506627559662,0.04204969108104706,0.09192226082086563,0.26367971301078796,0.06437613070011139,0.02047577127814293,0.06060260534286499,0.26308757066726685",89.10290948,"-455.7400817871094,36.88364791870117,19.08631134033203,-4.34250545501709,5.560161113739014","0.19455313682556152,0.07337217777967453,0.0691061019897461,0.04583479464054108,0.044569242745637894,0.04269044101238251,0.14955367147922516,0.32637396454811096,0.19743147492408752,0.20239700376987457,0.15789435803890228,0.20047765970230103",129.1992188,
Bedroom Floor - Sydney Rose.mp3,"-449.74169921875,173.12814331054688,94.1573715209961,32.85248565673828,8.410627365112305","0.6929988861083984,0.3665243983268738,0.13067981600761414,0.13157948851585388,0.3977297842502594,0.4257526397705078,0.1433979719877243,0.09494734555482864,0.07903201878070831,0.12205173820257187,0.09121556580066681,0.2052644044160843",161.4990234,"-560.1741333007812,23.809005737304688,17.116146087646484,10.4290771484375,5.290285587310791","0.30733850598335266,0.3109464943408966,0.26588207483291626,0.27984562516212463,0.3274605870246887,0.39970603585243225,0.33294564485549927,0.2790992259979248,0.2630508542060852,0.2688041925430298,0.2470993548631668,0.2483154833316803",107.6660156,spotify:track:2GjPJVgqtF8uSyoedh5Inf
Beete Lamhein - KK.mp3,"-309.7605285644531,166.44558715820312,19.69792366027832,24.53081703186035,-9.150191307067871","0.14484083652496338,0.20492523908615112,0.83724445104599,0.3292725682258606,0.11447586864233017,0.07392270117998123,0.17042189836502075,0.34747523069381714,0.14225076138973236,0.08975367248058319,0.13415442407131195,0.45732906460762024",143.5546875,"-218.6542205810547,86.21292114257812,21.163162231445312,31.942018508911133,9.807320594787598","0.453161358833313,0.3978094458580017,0.7445054054260254,0.45126599073410034,0.45185017585754395,0.4465281069278717,0.38328784704208374,0.24211284518241882,0.18930865824222565,0.3236667513847351,0.36626073718070984,0.5323156118392944",161.4990234,spotify:track:0zQa7QXLpUZfrrsWbgDZll
Before You Go - Lewis Capaldi.mp3,"-212.1182861328125,124.38866424560547,10.407459259033203,16.877979278564453,-3.4675791263580322","0.5237062573432922,0.44017136096954346,0.42023152112960815,0.4499315917491913,0.5043087005615234,0.5165549516677856,0.5428652763366699,0.5899396538734436,0.6215187311172485,0.5910922288894653,0.6011765599250793,0.5987630486488342",117.4538352,"-310.5549011230469,128.6253662109375,-45.655208587646484,23.066598892211914,12.81686019897461","0.4292815923690796,0.44237208366394043,0.420499324798584,0.3542034327983856,0.31019875407218933,0.3597768545150757,0.4435001313686371,0.428397536277771,0.4269372224807739,0.45082178711891174,0.3961632549762726,0.384045273065567",129.1992188,spotify:track:2gMXnyrvIjhVBUZwvLZDMP
Beggin - Mneskin.mp3,"-171.47686767578125,42.70279312133789,-60.327239990234375,1.8880821466445923,-22.403921127319336","0.1628410369157791,0.34194058179855347,0.34174680709838867,0.1616307944059372,0.09504834562540054,0.1358475536108017,0.14121872186660767,0.10088443011045456,0.28860023617744446,0.22191642224788666,0.3249690532684326,0.3544153571128845",135.9991776,"-214.86155700683594,89.30878448486328,21.90128517150879,36.143394470214844,11.907939910888672","0.3591979742050171,0.3640381097793579,0.4864715337753296,0.34653106331825256,0.2840190827846527,0.3264757990837097,0.5453759431838989,0.2920108139514923,0.2603764832019806,0.26302194595336914,0.3194359838962555,0.4747866988182068",135.9991776,
Behind Blue Eyes - Limp Bizkit.mp3,"-173.48599243164062,116.15705871582031,5.5283613204956055,43.39641571044922,6.053265571594238","0.2620384991168976,0.29553741216659546,0.5771527290344238,0.39822185039520264,0.4154856503009796,0.2688734829425812,0.2869245409965515,0.3338473439216614,0.35136786103248596,0.5010194182395935,0.28744763135910034,0.34466177225112915",117.4538352,"-946.3671264648438,14.995013236999512,8.947897911071777,4.901342391967773,2.2904436588287354","0.12454143166542053,0.11782394349575043,0.11654853075742722,0.12263716012239456,0.1779174953699112,0.13092733919620514,0.09654566645622253,0.11104020476341248,0.16988328099250793,0.24040015041828156,0.21310167014598846,0.17679858207702637",135.9991776,spotify:track:1MTQHCpraD4S8g5PAFKzoj
Beige - Terrace Martin.mp3,"-325.342041015625,122.35868072509766,-19.57745361328125,-1.7804399728775024,-2.157939910888672","0.43051671981811523,0.28389978408813477,0.47162914276123047,0.5417227149009705,0.26531922817230225,0.13892534375190735,0.17867474257946014,0.6398028135299683,0.40773260593414307,0.18777239322662354,0.4620051980018616,0.35940849781036377",172.265625,"-417.9169006347656,87.85221862792969,-9.20976734161377,24.559410095214844,3.859938621520996","0.5071858167648315,0.29060038924217224,0.393815279006958,0.3687518239021301,0.28915268182754517,0.3755576014518738,0.36413925886154175,0.5596988201141357,0.371907502412796,0.3582361042499542,0.5087765455245972,0.5013449192047119",172.265625,spotify:track:3dvRD7tnKF9Kxocks07jue
Believe - Havana Swim Club.mp3,"-214.8285369873047,62.202816009521484,-46.16713333129883,15.82258129119873,-5.723452568054199","0.32388928532600403,0.4291669428348541,0.3053334057331085,0.4807586073875427,0.32428398728370667,0.2517104148864746,0.4390595555305481,0.3290681838989258,0.31042739748954773,0.19161823391914368,0.2596037685871124,0.37602388858795166",112.3471467,"-348.7992248535156,49.197513580322266,-10.493559837341309,26.414976119995117,2.7005221843719482","0.5216343998908997,0.5110949277877808,0.4926813840866089,0.558375895023346,0.5594556331634521,0.6166314482688904,0.7104647755622864,0.602653980255127,0.5575836896896362,0.48080188035964966,0.5326085090637207,0.6234821081161499",112.3471467,spotify:track:0xwpX5rFUYLObvUA5eh9uL
Believed - Lauv.mp3,"-203.14024353027344,78.97421264648438,13.831664085388184,20.174457550048828,15.428298950195312","0.23887160420417786,0.2983168661594391,0.2777107357978821,0.2481418251991272,0.2953903079032898,0.273885577917099,0.3630425035953522,0.37469807267189026,0.34311121702194214,0.42502832412719727,0.37370020151138306,0.30385690927505493",151.9990809,"-352.9414367675781,95.0262680053711,2.546297788619995,15.399599075317383,18.789384841918945","0.3482034504413605,0.3099464476108551,0.3223743438720703,0.3408595025539398,0.35606756806373596,0.4124482572078705,0.4784247875213623,0.5866277813911438,0.590491771697998,0.5892098546028137,0.5200942754745483,0.42976510524749756",117.4538352,spotify:track:0Jw7m6p1qyz0VsvjpguMzu
Believer - Cyn.mp3,"-224.88250732421875,130.07492065429688,-66.31564331054688,-16.833982467651367,-10.613337516784668","0.19774676859378815,0.21919873356819153,0.19420142471790314,0.3719145655632019,0.22045710682868958,0.17648820579051971,0.26464617252349854,0.4356597363948822,0.8017091751098633,0.15515312552452087,0.1157885417342186,0.14703071117401123",112.3471467,"-184.70223999023438,66.96102142333984,14.046265602111816,16.25649070739746,1.0764620304107666","0.25000548362731934,0.3248859941959381,0.19997741281986237,0.21733510494232178,0.2693668007850647,0.21429704129695892,0.26823675632476807,0.28198209404945374,0.42362675070762634,0.33877840638160706,0.277640700340271,0.2746657431125641",112.3471467,spotify:track:3Jxjb19MCQAygvyFeHs6TX
Bellas Lullaby From Twilight - Carter Burwell.mp3,"-503.81024169921875,169.2813262939453,20.788776397705078,-10.74191665649414,3.4559128284454346","0.4108695089817047,0.27254047989845276,0.33770784735679626,0.3140200078487396,0.4966072142124176,0.26784607768058777,0.23026736080646515,0.4274192750453949,0.28786501288414,0.39232078194618225,0.2922883629798889,0.3809887170791626",184.5703125,"-469.06793212890625,210.21437072753906,28.65725326538086,-10.812294006347656,5.9252166748046875","0.24995724856853485,0.10812220722436905,0.16595380008220673,0.1988757699728012,0.49477261304855347,0.17133469879627228,0.08809085935354233,0.29662173986434937,0.1311318278312683,0.21886642277240753,0.12274042516946793,0.20947061479091644",161.4990234,
Bellbottoms - The Jon Spencer Blues Explosion.mp3,"-205.7969512939453,76.54847717285156,-20.652931213378906,24.184303283691406,0.8296968936920166","0.12420028448104858,0.33710697293281555,0.9064552187919617,0.2618047595024109,0.14414732158184052,0.14481182396411896,0.15886951982975006,0.13217338919639587,0.1707773208618164,0.37502866983413696,0.2010628581047058,0.10926058888435364",135.9991776,"-243.86363220214844,71.26204681396484,-40.74544143676758,-11.78973388671875,-23.202545166015625","0.28458842635154724,0.45554450154304504,0.6446729898452759,0.39223265647888184,0.33438706398010254,0.34830188751220703,0.3553580045700073,0.2169969230890274,0.25190964341163635,0.4754120111465454,0.32326364517211914,0.21020950376987457",161.4990234,spotify:track:7sC9FifCXZHgjTAjFO1ykA
Belly Flop - Unlike Pluto.webm.part,"-218.39161682128906,93.74646759033203,8.49642562866211,35.81232833862305,8.052569389343262","0.4634302854537964,0.6940873265266418,0.3593592047691345,0.1331833153963089,0.14411436021327972,0.35611096024513245,0.18384958803653717,0.22262288630008698,0.33747726678848267,0.27120253443717957,0.3366272747516632,0.3658427298069",143.5546875,"-70.52363586425781,75.77998352050781,15.640619277954102,16.893714904785156,9.08155345916748","0.4037676751613617,0.4952267110347748,0.3844324052333832,0.4773947298526764,0.2373470813035965,0.3004145920276642,0.18683326244354248,0.19171142578125,0.2395607829093933,0.1736564338207245,0.20542097091674805,0.27698567509651184",143.5546875,
Ber Zer Ker - WATEVA.mp3,"-224.40602111816406,109.29606628417969,-26.944881439208984,2.6658060550689697,-3.537410259246826","0.42487943172454834,0.5585018992424011,0.4291534721851349,0.3442990183830261,0.39664319157600403,0.400880366563797,0.5445011854171753,0.5526478290557861,0.4948546290397644,0.40613946318626404,0.5565019249916077,0.5125569701194763",135.9991776,"-207.649169921875,43.39375305175781,-3.5557620525360107,5.694448471069336,-2.285902738571167","0.39155641198158264,0.5823264122009277,0.626744270324707,0.343675434589386,0.29823586344718933,0.3251165747642517,0.4273990988731384,0.4853590428829193,0.4097101092338562,0.38587430119514465,0.3791428804397583,0.5120853185653687",129.1992188,spotify:track:3dAvoxoiRsAGa87VPMnbbl
Best Damn Thing - Alexander Stewart.mp3,"-103.08091735839844,99.47968292236328,-13.681429862976074,-11.012039184570312,-12.002568244934082","0.5750270485877991,0.4443163275718689,0.37504199147224426,0.38170313835144043,0.4004303514957428,0.4061813950538635,0.37535881996154785,0.41453343629837036,0.4458218812942505,0.4813809394836426,0.5435158014297485,0.6005085706710815",143.5546875,"-564.4595336914062,87.93423461914062,-20.590194702148438,-3.744699239730835,-8.483800888061523","0.4527589976787567,0.7522632479667664,0.36724305152893066,0.1421218067407608,0.12934331595897675,0.14011669158935547,0.1444718986749649,0.17230282723903656,0.27334392070770264,0.20740017294883728,0.16255336999893188,0.19745585322380066",135.9991776,spotify:track:6i71yrjuQ9f1zUSVfEChem
Best Day Of My Life - American Authors.mp3,"-308.6927795410156,95.397705078125,10.923633575439453,22.43232536315918,-4.520563125610352","0.21672143042087555,0.2909281253814697,0.7009700536727905,0.3977094888687134,0.23739303648471832,0.20536993443965912,0.23265057802200317,0.1345137059688568,0.15682199597358704,0.24435921013355255,0.20449289679527283,0.2209915965795517",99.38401442,"-697.9866333007812,78.45684051513672,-19.701534271240234,17.41343879699707,-4.982885837554932","0.2597014009952545,0.2695974111557007,0.2726215720176697,0.24699172377586365,0.24679209291934967,0.24278929829597473,0.3023306131362915,0.35159042477607727,0.27070289850234985,0.27558842301368713,0.2801022231578827,0.27690649032592773",135.9991776,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
